state,handgun,long_gun,multiple,year,month
Georgia,4988.0,5708.0,168,2003,6
Guam,11.0,17.0,3,2003,6
Hawaii,0.0,0.0,0,2003,6
Idaho,932.0,1936.0,86,2003,6
Illinois,3423.0,4917.0,149,2003,6
Indiana,1191.0,2773.0,2,2003,6
Iowa,15.0,1483.0,3,2003,6
Kansas,1619.0,2631.0,115,2003,6
Kentucky,4442.0,5509.0,300,2003,6
Louisiana,3689.0,3749.0,172,2003,6
Maine,852.0,1572.0,58,2003,6
Mariana Islands,0.0,0.0,0,2003,6
Maryland,51.0,2621.0,9,2003,6
Massachusetts,1598.0,1066.0,42,2003,6
Michigan,1878.0,8518.0,32,2003,6
Minnesota,3316.0,5815.0,114,2003,6
Mississippi,2370.0,2931.0,147,2003,6
Missouri,2247.0,6745.0,93,2003,6
Montana,1168.0,2852.0,110,2003,6
Nebraska,6.0,1121.0,1,2003,6
Nevada,1537.0,1502.0,112,2003,6
New Hampshire,946.0,1485.0,18,2003,6
New Jersey,1342.0,1694.0,51,2003,6
New Mexico,1659.0,2287.0,119,2003,6
New York,532.0,5150.0,7,2003,6
North Carolina,183.0,7036.0,87,2003,6
North Dakota,302.0,1181.0,20,2003,6
Ohio,6162.0,9629.0,464,2003,6
Oklahoma,2961.0,4057.0,294,2003,6
Oregon,3390.0,5546.0,206,2003,6
Pennsylvania,0.0,32385.0,254,2003,6
Puerto Rico,465.0,78.0,16,2003,6
Rhode Island,309.0,245.0,70,2003,6
South Carolina,2419.0,2591.0,89,2003,6
South Dakota,541.0,1740.0,35,2003,6
Tennessee,6821.0,6487.0,263,2003,6
Texas,10791.0,15749.0,767,2003,6
Utah,1208.0,2321.0,68,2003,6
Vermont,444.0,643.0,21,2003,6
Virgin Islands,0.0,0.0,0,2003,6
Virginia,4849.0,6356.0,190,2003,6
Washington,3494.0,4983.0,221,2003,6
West Virginia,2058.0,3204.0,163,2003,6
Wisconsin,2777.0,6302.0,1,2003,6
Wyoming,602.0,1085.0,45,2003,6
Alabama,5038.0,4894.0,292,2003,5
Alaska,863.0,1408.0,56,2003,5
Arizona,3829.0,3671.0,223,2003,5
Arkansas,2345.0,3385.0,173,2003,5
California,12790.0,15475.0,0,2003,5
Colorado,5395.0,6297.0,365,2003,5
Connecticut,2176.0,1998.0,74,2003,5
Delaware,410.0,668.0,13,2003,5
District of Columbia,0.0,0.0,0,2003,5
Florida,10463.0,8740.0,415,2003,5
Georgia,5149.0,5705.0,190,2003,5
Guam,17.0,18.0,1,2003,5
Hawaii,0.0,0.0,0,2003,5
Idaho,1040.0,2380.0,101,2003,5
Illinois,4046.0,5470.0,141,2003,5
Indiana,1388.0,2875.0,6,2003,5
Iowa,8.0,1588.0,3,2003,5
Kansas,1503.0,2859.0,120,2003,5
Kentucky,4825.0,5779.0,353,2003,5
Louisiana,3708.0,3602.0,192,2003,5
Maine,965.0,1900.0,110,2003,5
Mariana Islands,0.0,0.0,0,2003,5
Maryland,81.0,2742.0,5,2003,5
Massachusetts,1805.0,1232.0,67,2003,5
Michigan,2013.0,9246.0,53,2003,5
Minnesota,3478.0,5787.0,104,2003,5
Mississippi,2773.0,2855.0,141,2003,5
Missouri,2568.0,7361.0,107,2003,5
Montana,1220.0,3123.0,116,2003,5
Nebraska,11.0,1215.0,0,2003,5
Nevada,1865.0,1708.0,120,2003,5
New Hampshire,1155.0,1737.0,19,2003,5
New Jersey,1521.0,1790.0,62,2003,5
New Mexico,1867.0,2474.0,137,2003,5
New York,840.0,5765.0,7,2003,5
North Carolina,199.0,6913.0,110,2003,5
North Dakota,377.0,1346.0,23,2003,5
Ohio,7040.0,10300.0,467,2003,5
Oklahoma,3109.0,4184.0,315,2003,5
Oregon,3675.0,6415.0,266,2003,5
Pennsylvania,0.0,36697.0,393,2003,5
Puerto Rico,590.0,140.0,14,2003,5
Rhode Island,357.0,317.0,63,2003,5
South Carolina,2755.0,2675.0,77,2003,5
South Dakota,579.0,1795.0,28,2003,5
Tennessee,6585.0,6410.0,291,2003,5
Texas,11533.0,16351.0,813,2003,5
Utah,1289.0,2670.0,75,2003,5
Vermont,465.0,778.0,20,2003,5
Virgin Islands,0.0,0.0,0,2003,5
Virginia,6093.0,7371.0,166,2003,5
Washington,4251.0,5387.0,239,2003,5
West Virginia,2236.0,3846.0,190,2003,5
Wisconsin,3074.0,7244.0,0,2003,5
Wyoming,647.0,1228.0,50,2003,5
Alabama,5191.0,5036.0,268,2003,4
Alaska,986.0,1708.0,69,2003,4
Arizona,4188.0,3788.0,210,2003,4
Arkansas,2344.0,3950.0,178,2003,4
California,13667.0,16560.0,0,2003,4
Colorado,5630.0,7141.0,382,2003,4
Connecticut,2154.0,2235.0,82,2003,4
Delaware,477.0,680.0,9,2003,4
District of Columbia,1.0,0.0,0,2003,4
Florida,10801.0,9036.0,386,2003,4
Georgia,4995.0,5579.0,195,2003,4
Guam,17.0,24.0,2,2003,4
Hawaii,0.0,0.0,0,2003,4
Idaho,1068.0,2730.0,69,2003,4
Illinois,4404.0,6581.0,229,2003,4
Indiana,1470.0,3438.0,15,2003,4
Iowa,17.0,2338.0,3,2003,4
Kansas,1871.0,3614.0,148,2003,4
Kentucky,4677.0,7517.0,341,2003,4
Louisiana,3835.0,3494.0,153,2003,4
Maine,1147.0,2184.0,73,2003,4
Mariana Islands,0.0,0.0,0,2003,4
Maryland,53.0,3307.0,13,2003,4
Massachusetts,1964.0,1366.0,40,2003,4
Michigan,2247.0,11257.0,33,2003,4
Minnesota,3013.0,8812.0,116,2003,4
Mississippi,2724.0,2992.0,158,2003,4
Missouri,2750.0,9911.0,123,2003,4
Montana,1397.0,3470.0,122,2003,4
Nebraska,21.0,1310.0,4,2003,4
Nevada,1753.0,1967.0,115,2003,4
New Hampshire,1262.0,2188.0,18,2003,4
New Jersey,1453.0,1998.0,40,2003,4
New Mexico,1730.0,2849.0,173,2003,4
New York,892.0,7714.0,7,2003,4
North Carolina,204.0,7997.0,104,2003,4
North Dakota,350.0,1483.0,17,2003,4
Ohio,7873.0,12557.0,443,2003,4
Oklahoma,3653.0,5336.0,304,2003,4
Oregon,4110.0,7304.0,219,2003,4
Pennsylvania,0.0,41427.0,499,2003,4
Puerto Rico,670.0,87.0,16,2003,4
Rhode Island,372.0,361.0,97,2003,4
South Carolina,2966.0,2975.0,94,2003,4
South Dakota,671.0,1902.0,48,2003,4
Tennessee,6346.0,6755.0,286,2003,4
Texas,11189.0,16365.0,822,2003,4
Utah,1606.0,2980.0,82,2003,4
Vermont,468.0,1154.0,25,2003,4
Virgin Islands,0.0,0.0,0,2003,4
Virginia,5386.0,7671.0,158,2003,4
Washington,4513.0,6010.0,243,2003,4
West Virginia,2495.0,4884.0,207,2003,4
Wisconsin,3685.0,11661.0,1,2003,4
Wyoming,681.0,1198.0,46,2003,4
Alabama,6604.0,7424.0,283,2003,3
Alaska,899.0,1396.0,55,2003,3
Arizona,4674.0,4592.0,241,2003,3
Arkansas,3209.0,5511.0,178,2003,3
California,15102.0,19430.0,0,2003,3
Colorado,6587.0,8678.0,422,2003,3
Connecticut,2734.0,2688.0,103,2003,3
Delaware,529.0,805.0,20,2003,3
District of Columbia,2.0,0.0,0,2003,3
Florida,12440.0,11484.0,485,2003,3
Georgia,6711.0,8499.0,222,2003,3
Guam,13.0,17.0,1,2003,3
Hawaii,0.0,0.0,0,2003,3
Idaho,1277.0,3027.0,107,2003,3
Illinois,5648.0,8798.0,292,2003,3
Indiana,2039.0,4971.0,14,2003,3
Iowa,23.0,3273.0,3,2003,3
Kansas,2683.0,4782.0,218,2003,3
Kentucky,6140.0,9074.0,359,2003,3
Louisiana,5677.0,5114.0,184,2003,3
Maine,1394.0,2345.0,61,2003,3
Mariana Islands,1.0,0.0,0,2003,3
Maryland,90.0,3816.0,14,2003,3
Massachusetts,2203.0,1634.0,49,2003,3
Michigan,2723.0,14080.0,47,2003,3
Minnesota,3907.0,9836.0,150,2003,3
Mississippi,3781.0,4824.0,182,2003,3
Missouri,3462.0,11799.0,124,2003,3
Montana,1620.0,3417.0,137,2003,3
Nebraska,11.0,1638.0,2,2003,3
Nevada,2559.0,2331.0,135,2003,3
New Hampshire,1476.0,2098.0,36,2003,3
New Jersey,1667.0,2299.0,58,2003,3
New Mexico,2341.0,3222.0,166,2003,3
New York,930.0,8418.0,7,2003,3
North Carolina,263.0,9847.0,122,2003,3
North Dakota,472.0,1564.0,18,2003,3
Ohio,10145.0,15951.0,830,2003,3
Oklahoma,4060.0,6182.0,377,2003,3
Oregon,5012.0,8312.0,260,2003,3
Pennsylvania,0.0,51962.0,450,2003,3
Puerto Rico,510.0,125.0,13,2003,3
Rhode Island,387.0,399.0,88,2003,3
South Carolina,3626.0,4242.0,111,2003,3
South Dakota,849.0,2463.0,47,2003,3
Tennessee,8625.0,9591.0,325,2003,3
Texas,15167.0,20186.0,963,2003,3
Utah,1868.0,3303.0,102,2003,3
Vermont,630.0,1185.0,39,2003,3
Virgin Islands,0.0,0.0,0,2003,3
Virginia,7622.0,9514.0,200,2003,3
Washington,5328.0,7108.0,282,2003,3
West Virginia,3290.0,5108.0,245,2003,3
Wisconsin,4208.0,13222.0,1,2003,3
Wyoming,761.0,1314.0,58,2003,3
Alabama,7333.0,8528.0,400,2003,2
Alaska,877.0,1573.0,65,2003,2
Arizona,5130.0,4565.0,288,2003,2
Arkansas,3673.0,6081.0,318,2003,2
California,12325.0,17170.0,0,2003,2
Colorado,6326.0,8270.0,470,2003,2
Connecticut,2478.0,2051.0,115,2003,2
Delaware,442.0,661.0,22,2003,2
District of Columbia,0.0,0.0,0,2003,2
Florida,12215.0,11447.0,555,2003,2
Georgia,7996.0,10078.0,307,2003,2
Guam,18.0,23.0,0,2003,2
Hawaii,0.0,0.0,0,2003,2
Idaho,1230.0,2651.0,114,2003,2
Illinois,5625.0,7899.0,296,2003,2
Indiana,1991.0,4550.0,11,2003,2
Iowa,36.0,2684.0,4,2003,2
Kansas,2346.0,4466.0,221,2003,2
Kentucky,7027.0,9538.0,542,2003,2
Louisiana,5679.0,5221.0,255,2003,2
Maine,1062.0,1743.0,50,2003,2
Mariana Islands,0.0,3.0,0,2003,2
Maryland,81.0,3582.0,5,2003,2
Massachusetts,1867.0,1236.0,34,2003,2
Michigan,2496.0,11718.0,53,2003,2
Minnesota,2793.0,7133.0,97,2003,2
Mississippi,4472.0,5373.0,284,2003,2
Missouri,3290.0,11681.0,174,2003,2
Montana,1223.0,2582.0,144,2003,2
Nebraska,12.0,1545.0,1,2003,2
Nevada,1916.0,1984.0,122,2003,2
New Hampshire,1212.0,1614.0,11,2003,2
New Jersey,1338.0,1969.0,45,2003,2
New Mexico,2130.0,3157.0,181,2003,2
New York,878.0,7132.0,10,2003,2
North Carolina,312.0,11174.0,182,2003,2
North Dakota,374.0,1270.0,22,2003,2
Ohio,9533.0,14137.0,785,2003,2
Oklahoma,4464.0,6925.0,456,2003,2
Oregon,4163.0,6799.0,233,2003,2
Pennsylvania,0.0,39530.0,378,2003,2
Puerto Rico,481.0,97.0,9,2003,2
Rhode Island,374.0,356.0,71,2003,2
South Carolina,4325.0,4464.0,156,2003,2
South Dakota,836.0,2158.0,46,2003,2
Tennessee,10018.0,11302.0,426,2003,2
Texas,15836.0,21130.0,1275,2003,2
Utah,1795.0,3640.0,84,2003,2
Vermont,580.0,910.0,28,2003,2
Virgin Islands,0.0,0.0,0,2003,2
Virginia,6932.0,8866.0,185,2003,2
Washington,5077.0,6342.0,271,2003,2
West Virginia,3044.0,4715.0,288,2003,2
Wisconsin,3697.0,9953.0,2,2003,2
Wyoming,685.0,1268.0,66,2003,2
Alabama,6083.0,8531.0,342,2003,1
Alaska,839.0,1701.0,59,2003,1
Arizona,3990.0,4064.0,234,2003,1
Arkansas,2733.0,5854.0,268,2003,1
California,10947.0,15831.0,0,2003,1
Colorado,5663.0,7852.0,358,2003,1
Connecticut,2301.0,2035.0,103,2003,1
Delaware,401.0,822.0,16,2003,1
District of Columbia,1.0,0.0,0,2003,1
Florida,11191.0,11414.0,482,2003,1
Georgia,6096.0,9087.0,255,2003,1
Guam,15.0,21.0,0,2003,1
Hawaii,0.0,0.0,0,2003,1
Idaho,1058.0,2290.0,103,2003,1
Illinois,4866.0,7026.0,186,2003,1
Indiana,1703.0,4007.0,15,2003,1
Iowa,18.0,2417.0,6,2003,1
Kansas,2363.0,4944.0,165,2003,1
Kentucky,5871.0,8597.0,472,2003,1
Louisiana,5257.0,5970.0,243,2003,1
Maine,964.0,1691.0,61,2003,1
Mariana Islands,0.0,0.0,2,2003,1
Maryland,72.0,3289.0,11,2003,1
Massachusetts,1732.0,1276.0,44,2003,1
Michigan,2239.0,10270.0,27,2003,1
Minnesota,2543.0,5832.0,104,2003,1
Mississippi,3362.0,5741.0,234,2003,1
Missouri,2904.0,10557.0,147,2003,1
Montana,1077.0,2463.0,129,2003,1
Nebraska,15.0,1818.0,0,2003,1
Nevada,1806.0,1868.0,115,2003,1
New Hampshire,1175.0,1677.0,16,2003,1
New Jersey,1421.0,2206.0,43,2003,1
New Mexico,1771.0,2781.0,174,2003,1
New York,846.0,5742.0,6,2003,1
North Carolina,200.0,10455.0,140,2003,1
North Dakota,370.0,1186.0,21,2003,1
Ohio,7269.0,11867.0,713,2003,1
Oklahoma,3701.0,6139.0,423,2003,1
Oregon,3921.0,6204.0,219,2003,1
Pennsylvania,0.0,38600.0,589,2003,1
Puerto Rico,538.0,92.0,11,2003,1
Rhode Island,317.0,396.0,75,2003,1
South Carolina,3378.0,4271.0,133,2003,1
South Dakota,684.0,2086.0,38,2003,1
Tennessee,8062.0,9711.0,384,2003,1
Texas,13123.0,21251.0,1011,2003,1
Utah,1347.0,2923.0,75,2003,1
Vermont,375.0,655.0,17,2003,1
Virgin Islands,0.0,0.0,0,2003,1
Virginia,6112.0,8780.0,155,2003,1
Washington,4433.0,5721.0,270,2003,1
West Virginia,2512.0,4294.0,215,2003,1
Wisconsin,3306.0,7656.0,3,2003,1
Wyoming,563.0,1173.0,55,2003,1
Alabama,6610.0,23501.0,357,2002,12
Alaska,1024.0,2330.0,51,2002,12
Arizona,4580.0,7397.0,188,2002,12
Arkansas,2997.0,14348.0,195,2002,12
California,32200.0,28706.0,0,2002,12
Colorado,6063.0,13489.0,385,2002,12
Connecticut,2096.0,2664.0,149,2002,12
Delaware,434.0,1771.0,16,2002,12
District of Columbia,1.0,0.0,0,2002,12
Florida,11754.0,22425.0,451,2002,12
Georgia,7289.0,22668.0,287,2002,12
Guam,6.0,7.0,1,2002,12
Hawaii,0.0,0.0,0,2002,12
Idaho,1366.0,4665.0,88,2002,12
Illinois,5310.0,12200.0,267,2002,12
Indiana,1887.0,9930.0,12,2002,12
Iowa,29.0,6586.0,2,2002,12
Kansas,2358.0,10014.0,183,2002,12
Kentucky,7163.0,19662.0,402,2002,12
Louisiana,4647.0,17613.0,226,2002,12
Maine,1033.0,3601.0,59,2002,12
Mariana Islands,0.0,0.0,0,2002,12
Maryland,63.0,6423.0,10,2002,12
Massachusetts,1518.0,1611.0,35,2002,12
Michigan,2353.0,22251.0,38,2002,12
Minnesota,2692.0,10906.0,117,2002,12
Mississippi,3646.0,15941.0,207,2002,12
Missouri,3010.0,20492.0,139,2002,12
Montana,1341.0,4476.0,106,2002,12
Nebraska,18.0,4528.0,5,2002,12
Nevada,1918.0,3187.0,100,2002,12
New Hampshire,1169.0,2552.0,19,2002,12
New Jersey,1256.0,2893.0,41,2002,12
New Mexico,2108.0,4997.0,140,2002,12
New York,566.0,11725.0,9,2002,12
North Carolina,220.0,24297.0,77,2002,12
North Dakota,397.0,2386.0,15,2002,12
Ohio,9380.0,25337.0,571,2002,12
Oklahoma,4039.0,13459.0,308,2002,12
Oregon,4269.0,11488.0,163,2002,12
Pennsylvania,0.0,50168.0,277,2002,12
Puerto Rico,513.0,144.0,15,2002,12
Rhode Island,281.0,479.0,70,2002,12
South Carolina,3649.0,11454.0,105,2002,12
South Dakota,782.0,3933.0,44,2002,12
Tennessee,9252.0,22229.0,318,2002,12
Texas,14673.0,51750.0,987,2002,12
Utah,2082.0,7450.0,65,2002,12
Vermont,437.0,1280.0,27,2002,12
Virgin Islands,0.0,0.0,0,2002,12
Virginia,6758.0,18489.0,215,2002,12
Washington,4359.0,9585.0,245,2002,12
West Virginia,3464.0,9895.0,208,2002,12
Wisconsin,3658.0,13156.0,0,2002,12
Wyoming,800.0,2292.0,52,2002,12
Alabama,5226.0,16567.0,320,2002,11
Alaska,770.0,1737.0,54,2002,11
Arizona,3623.0,4787.0,197,2002,11
Arkansas,2265.0,12580.0,229,2002,11
California,21645.0,22253.0,0,2002,11
Colorado,5378.0,11374.0,363,2002,11
Connecticut,2002.0,3014.0,202,2002,11
Delaware,403.0,1638.0,16,2002,11
District of Columbia,0.0,0.0,0,2002,11
Florida,10420.0,16300.0,458,2002,11
Georgia,5343.0,14818.0,226,2002,11
Guam,19.0,20.0,1,2002,11
Hawaii,0.0,0.0,0,2002,11
Idaho,892.0,3142.0,74,2002,11
Illinois,4435.0,11067.0,196,2002,11
Indiana,1483.0,10101.0,9,2002,11
Iowa,32.0,6103.0,1,2002,11
Kansas,2088.0,9391.0,187,2002,11
Kentucky,5241.0,15896.0,372,2002,11
Louisiana,3724.0,13670.0,252,2002,11
Maine,879.0,3670.0,57,2002,11
Mariana Islands,0.0,0.0,0,2002,11
Maryland,62.0,7098.0,13,2002,11
Massachusetts,1588.0,1882.0,38,2002,11
Michigan,1750.0,25412.0,39,2002,11
Minnesota,1993.0,11860.0,89,2002,11
Mississippi,2857.0,13544.0,207,2002,11
Missouri,2387.0,18575.0,125,2002,11
Montana,992.0,3638.0,93,2002,11
Nebraska,7.0,3918.0,0,2002,11
Nevada,1644.0,2227.0,104,2002,11
New Hampshire,1040.0,2726.0,26,2002,11
New Jersey,1284.0,3200.0,43,2002,11
New Mexico,1608.0,3882.0,162,2002,11
New York,592.0,14134.0,14,2002,11
North Carolina,214.0,18178.0,125,2002,11
North Dakota,326.0,2479.0,13,2002,11
Ohio,7939.0,25864.0,550,2002,11
Oklahoma,2973.0,10753.0,311,2002,11
Oregon,3581.0,7807.0,166,2002,11
Pennsylvania,0.0,61455.0,610,2002,11
Puerto Rico,496.0,122.0,12,2002,11
Rhode Island,344.0,495.0,77,2002,11
South Carolina,2843.0,7295.0,101,2002,11
South Dakota,641.0,3835.0,44,2002,11
Tennessee,8047.0,17707.0,312,2002,11
Texas,11955.0,35618.0,955,2002,11
Utah,1327.0,4727.0,46,2002,11
Vermont,393.0,1835.0,17,2002,11
Virgin Islands,0.0,0.0,0,2002,11
Virginia,5725.0,16402.0,178,2002,11
Washington,4051.0,7273.0,224,2002,11
West Virginia,2536.0,10929.0,251,2002,11
Wisconsin,3452.0,16555.0,5,2002,11
Wyoming,532.0,1703.0,41,2002,11
Alabama,5174.0,10495.0,316,2002,10
Alaska,1183.0,2643.0,140,2002,10
Arizona,3595.0,5172.0,190,2002,10
Arkansas,2495.0,9816.0,240,2002,10
California,18527.0,21054.0,0,2002,10
Colorado,5487.0,12352.0,483,2002,10
Connecticut,2532.0,3359.0,158,2002,10
Delaware,463.0,1282.0,25,2002,10
District of Columbia,0.0,0.0,0,2002,10
Florida,11108.0,13511.0,460,2002,10
Georgia,5667.0,14075.0,236,2002,10
Guam,9.0,21.0,0,2002,10
Hawaii,0.0,0.0,0,2002,10
Idaho,930.0,4024.0,80,2002,10
Illinois,4456.0,9777.0,218,2002,10
Indiana,1653.0,7308.0,12,2002,10
Iowa,14.0,5187.0,3,2002,10
Kansas,2012.0,7229.0,186,2002,10
Kentucky,5120.0,12837.0,396,2002,10
Louisiana,3878.0,11092.0,213,2002,10
Maine,1188.0,6408.0,69,2002,10
Mariana Islands,2.0,0.0,0,2002,10
Maryland,55.0,5540.0,14,2002,10
Massachusetts,1719.0,1875.0,37,2002,10
Michigan,2071.0,22792.0,37,2002,10
Minnesota,2340.0,17425.0,99,2002,10
Mississippi,2743.0,8029.0,160,2002,10
Missouri,2618.0,17189.0,139,2002,10
Montana,1172.0,5908.0,130,2002,10
Nebraska,13.0,3652.0,10,2002,10
Nevada,1894.0,2312.0,103,2002,10
New Hampshire,1239.0,3335.0,16,2002,10
New Jersey,1322.0,2583.0,49,2002,10
New Mexico,1961.0,4024.0,129,2002,10
New York,621.0,14158.0,14,2002,10
North Carolina,213.0,14468.0,102,2002,10
North Dakota,327.0,3728.0,21,2002,10
Ohio,7660.0,19222.0,590,2002,10
Oklahoma,3412.0,8485.0,319,2002,10
Oregon,3423.0,8527.0,208,2002,10
Pennsylvania,0.0,57986.0,402,2002,10
Puerto Rico,797.0,164.0,17,2002,10
Rhode Island,344.0,541.0,73,2002,10
South Carolina,2668.0,5596.0,103,2002,10
South Dakota,559.0,5404.0,34,2002,10
Tennessee,7362.0,12112.0,293,2002,10
Texas,11678.0,33839.0,1023,2002,10
Utah,1228.0,4630.0,64,2002,10
Vermont,480.0,2074.0,32,2002,10
Virgin Islands,1.0,0.0,0,2002,10
Virginia,6792.0,13444.0,202,2002,10
Washington,3791.0,8363.0,280,2002,10
West Virginia,2680.0,9080.0,207,2002,10
Wisconsin,3694.0,17404.0,2,2002,10
Wyoming,609.0,1885.0,53,2002,10
Alabama,4762.0,9589.0,301,2002,9
Alaska,733.0,1846.0,62,2002,9
Arizona,3630.0,4820.0,203,2002,9
Arkansas,2105.0,7131.0,225,2002,9
California,16538.0,20960.0,0,2002,9
Colorado,5421.0,10240.0,367,2002,9
Connecticut,1784.0,2180.0,114,2002,9
Delaware,336.0,973.0,14,2002,9
District of Columbia,0.0,0.0,0,2002,9
Florida,10087.0,11020.0,418,2002,9
Georgia,5095.0,10755.0,173,2002,9
Guam,6.0,11.0,1,2002,9
Hawaii,0.0,0.0,0,2002,9
Idaho,1101.0,4130.0,98,2002,9
Illinois,3479.0,7569.0,166,2002,9
Indiana,1201.0,4811.0,4,2002,9
Iowa,18.0,3558.0,8,2002,9
Kansas,1704.0,5039.0,174,2002,9
Kentucky,4741.0,9587.0,350,2002,9
Louisiana,4019.0,9186.0,187,2002,9
Maine,1215.0,4580.0,159,2002,9
Mariana Islands,0.0,0.0,0,2002,9
Maryland,58.0,4222.0,12,2002,9
Massachusetts,1194.0,1301.0,26,2002,9
Michigan,1913.0,19545.0,88,2002,9
Minnesota,2280.0,16964.0,99,2002,9
Mississippi,2555.0,5969.0,163,2002,9
Missouri,2380.0,11189.0,110,2002,9
Montana,1293.0,4603.0,134,2002,9
Nebraska,16.0,2240.0,2,2002,9
Nevada,1659.0,2029.0,93,2002,9
New Hampshire,1111.0,2567.0,23,2002,9
New Jersey,1133.0,1926.0,34,2002,9
New Mexico,1529.0,3172.0,135,2002,9
New York,614.0,11156.0,15,2002,9
North Carolina,210.0,11182.0,93,2002,9
North Dakota,336.0,2940.0,10,2002,9
Ohio,7064.0,16062.0,570,2002,9
Oklahoma,2875.0,6396.0,278,2002,9
Oregon,3724.0,10604.0,234,2002,9
Pennsylvania,0.0,47082.0,386,2002,9
Puerto Rico,637.0,152.0,19,2002,9
Rhode Island,318.0,411.0,62,2002,9
South Carolina,2619.0,5312.0,80,2002,9
South Dakota,558.0,3656.0,33,2002,9
Tennessee,6368.0,9989.0,217,2002,9
Texas,10542.0,34910.0,912,2002,9
Utah,1215.0,4328.0,55,2002,9
Vermont,480.0,1520.0,21,2002,9
Virgin Islands,0.0,0.0,0,2002,9
Virginia,5287.0,10484.0,165,2002,9
Washington,3587.0,7712.0,259,2002,9
West Virginia,2393.0,6584.0,179,2002,9
Wisconsin,3277.0,14561.0,0,2002,9
Wyoming,642.0,1852.0,47,2002,9
Alabama,5352.0,8158.0,339,2002,8
Alaska,949.0,2250.0,85,2002,8
Arizona,4300.0,5738.0,209,2002,8
Arkansas,2397.0,6161.0,213,2002,8
California,18267.0,22782.0,0,2002,8
Colorado,6151.0,10100.0,451,2002,8
Connecticut,1873.0,1922.0,111,2002,8
Delaware,365.0,879.0,16,2002,8
District of Columbia,0.0,0.0,0,2002,8
Florida,11087.0,10848.0,444,2002,8
Georgia,5403.0,9388.0,178,2002,8
Guam,9.0,22.0,2,2002,8
Hawaii,0.0,0.0,0,2002,8
Idaho,1210.0,3300.0,103,2002,8
Illinois,3724.0,7809.0,176,2002,8
Indiana,1440.0,4586.0,5,2002,8
Iowa,12.0,2351.0,4,2002,8
Kansas,1831.0,4693.0,154,2002,8
Kentucky,5337.0,9644.0,372,2002,8
Louisiana,5586.0,7314.0,206,2002,8
Maine,1074.0,2591.0,57,2002,8
Mariana Islands,1.0,0.0,0,2002,8
Maryland,56.0,3724.0,10,2002,8
Massachusetts,1336.0,1068.0,29,2002,8
Michigan,1910.0,12446.0,39,2002,8
Minnesota,2293.0,11335.0,114,2002,8
Mississippi,2975.0,6477.0,169,2002,8
Missouri,2490.0,11034.0,114,2002,8
Montana,1241.0,3650.0,115,2002,8
Nebraska,9.0,1811.0,0,2002,8
Nevada,1913.0,1932.0,126,2002,8
New Hampshire,1151.0,2109.0,19,2002,8
New Jersey,1323.0,1868.0,58,2002,8
New Mexico,2011.0,3074.0,176,2002,8
New York,528.0,6931.0,9,2002,8
North Carolina,210.0,12041.0,114,2002,8
North Dakota,306.0,1971.0,18,2002,8
Ohio,6508.0,16232.0,437,2002,8
Oklahoma,3232.0,6410.0,332,2002,8
Oregon,3629.0,7222.0,245,2002,8
Pennsylvania,0.0,43358.0,608,2002,8
Puerto Rico,691.0,124.0,23,2002,8
Rhode Island,339.0,346.0,55,2002,8
South Carolina,2801.0,5543.0,91,2002,8
South Dakota,604.0,2912.0,41,2002,8
Tennessee,7298.0,11242.0,237,2002,8
Texas,11118.0,32655.0,859,2002,8
Utah,1270.0,3328.0,64,2002,8
Vermont,435.0,994.0,19,2002,8
Virgin Islands,0.0,0.0,0,2002,8
Virginia,5622.0,9400.0,155,2002,8
Washington,3518.0,6195.0,249,2002,8
West Virginia,2374.0,4767.0,214,2002,8
Wisconsin,2993.0,9764.0,1,2002,8
Wyoming,700.0,1562.0,68,2002,8
Alabama,4580.0,5127.0,264,2002,7
Alaska,802.0,1510.0,70,2002,7
Arizona,4222.0,4156.0,164,2002,7
Arkansas,2027.0,3648.0,166,2002,7
California,17115.0,19476.0,0,2002,7
Colorado,4711.0,6852.0,337,2002,7
Connecticut,1650.0,1530.0,90,2002,7
Delaware,370.0,573.0,17,2002,7
District of Columbia,0.0,0.0,0,2002,7
Florida,9898.0,8128.0,376,2002,7
Georgia,4694.0,6005.0,175,2002,7
Guam,6.0,10.0,2,2002,7
Hawaii,0.0,0.0,0,2002,7
Idaho,846.0,2065.0,75,2002,7
Illinois,3597.0,5341.0,175,2002,7
Indiana,1214.0,2648.0,8,2002,7
Iowa,43.0,1426.0,2,2002,7
Kansas,1434.0,2486.0,137,2002,7
Kentucky,4394.0,5775.0,299,2002,7
Louisiana,3916.0,4147.0,149,2002,7
Maine,818.0,1729.0,52,2002,7
Mariana Islands,11.0,1.0,0,2002,7
Maryland,46.0,2670.0,15,2002,7
Massachusetts,1056.0,855.0,34,2002,7
Michigan,1800.0,8182.0,28,2002,7
Minnesota,1747.0,5753.0,87,2002,7
Mississippi,2541.0,3191.0,143,2002,7
Missouri,2144.0,6982.0,101,2002,7
Montana,1149.0,2464.0,93,2002,7
Nebraska,16.0,1282.0,0,2002,7
Nevada,1652.0,1570.0,105,2002,7
New Hampshire,916.0,1544.0,17,2002,7
New Jersey,1293.0,1456.0,40,2002,7
New Mexico,1678.0,2498.0,162,2002,7
New York,554.0,4958.0,12,2002,7
North Carolina,172.0,6973.0,78,2002,7
North Dakota,294.0,1162.0,19,2002,7
Ohio,5361.0,10352.0,336,2002,7
Oklahoma,2781.0,4033.0,246,2002,7
